380,146,
380,148,
374,155,
376,152,
374,153,
370,151,
375,146,
373,156,
379,148,
373,155,
372,155,
372,150,
375,153,
373,146,
373,147,
372,150,
370,152,
374,152,
372,149,
377,147,
388,286,
388,280,
388,280,
394,289,
394,289,
388,288,
390,280,
389,289,
391,286,
396,288,
391,283,
393,283,
394,281,
388,287,
391,279,
392,284,
392,285,
388,284,
392,283,
391,285,
28,108,
30,111,
27,111,
31,104,
33,108,
33,110,
26,112,
27,110,
36,109,
33,104,
36,104,
27,108,
28,105,
30,111,
29,105,
34,105,
33,111,
28,114,
28,105,
34,110,
17,419,
20,424,
23,424,
19,416,
23,414,
21,423,
19,420,
24,422,
22,422,
17,424,
25,422,
22,416,
16,414,
16,415,
24,421,
24,417,
20,421,
21,424,
24,424,
16,419,
164,9,
167,4,
167,6,
173,12,
165,7,
172,7,
164,5,
169,11,
170,7,
172,13,
172,6,
172,10,
163,5,
164,10,
163,13,
168,11,
173,9,
166,5,
169,9,
166,13,
117,328,
115,325,
118,326,
124,323,
124,323,
125,326,
123,327,
117,324,
120,330,
120,331,
116,322,
116,328,
119,324,
121,330,
121,329,
124,328,
119,328,
115,327,
124,332,
123,325,
149,426,
142,422,
149,424,
142,428,
142,429,
144,430,
140,421,
148,430,
148,427,
143,430,
148,430,
148,425,
149,428,
148,429,
148,421,
145,425,
143,424,
147,427,
142,430,
139,421,
435,413,
434,416,
434,421,
440,421,
443,418,
441,421,
441,418,
440,419,
440,420,
435,418,
440,411,
440,418,
434,413,
433,411,
442,414,
439,412,
439,417,
436,416,
442,414,
442,416,
469,158,
471,164,
475,163,
473,161,
476,158,
474,162,
475,166,
470,160,
469,157,
471,162,
476,160,
472,165,
476,160,
475,162,
474,162,
468,156,
470,164,
470,157,
476,164,
470,157,
372,387,
369,387,
365,392,
367,394,
373,391,
374,395,
366,396,
364,391,
370,395,
368,393,
364,392,
367,395,
373,394,
366,393,
368,394,
372,392,
368,387,
371,392,
367,386,
368,390,
