0175,0433,0145,0339
0157,0124,0181,0306
0272,0330,0243,0042
0227,0232,0159,0329
0260,0095,0226,0412
0243,0013,0159,0413
0211,0274,0133,0410
0145,0184,0150,0271
0248,0217,0193,0305
0154,0367,0209,0000
0243,0179,0272,0175
0242,0164,0153,0310
0229,0441,0132,0056
0259,0013,0159,0029
0205,0246,0141,0162
0177,0090,0223,0006
0269,0389,0127,0062
0144,0023,0127,0435
0215,0275,0272,0288
0274,0237,0249,0490
0157,0265,0234,0497
0233,0332,0199,0292
0190,0084,0176,0026
0136,0216,0204,0229
0247,0072,0230,0469
0147,0481,0258,0357
0172,0310,0141,0362
0193,0210,0207,0371
0249,0012,0248,0229
0153,0315,0205,0427
0211,0240,0221,0346
0272,0056,0227,0430
0199,0276,0229,0297
0191,0190,0254,0391
0137,0481,0260,0227
0221,0171,0143,0242
0226,0493,0225,0472
0271,0390,0261,0450
0171,0472,0226,0237
0219,0470,0213,0383
0209,0173,0201,0303
0170,0099,0193,0390
0212,0411,0128,0462
0188,0348,0266,0453
0199,0390,0126,0297
0224,0209,0244,0205
0158,0028,0190,0066
0195,0024,0162,0021
0167,0053,0271,0310
0183,0062,0146,0041
0226,0307,0241,0283
0141,0097,0212,0269
0203,0038,0130,0182
0194,0363,0176,0223
0248,0107,0274,0402
0232,0433,0190,0428
0220,0109,0193,0146
0260,0038,0181,0495
0158,0245,0222,0268
0228,0072,0212,0326
0176,0420,0180,0217
0201,0244,0249,0182
0244,0016,0242,0325
0271,0071,0271,0245
0273,0371,0148,0455
0167,0312,0162,0426
0195,0133,0210,0245
0138,0057,0146,0342
0167,0309,0250,0355
0125,0079,0134,0017
0202,0334,0237,0324
0144,0032,0140,0332
0194,0131,0165,0297
0142,0495,0218,0467
0198,0031,0227,0471
0248,0296,0152,0439
0153,0021,0151,0451
0220,0406,0189,0142
0249,0200,0272,0044
0169,0498,0228,0457
0147,0451,0196,0351
0210,0105,0205,0044
0141,0158,0214,0315
0213,0269,0160,0265
0217,0483,0160,0015
0183,0369,0154,0304
0174,0378,0162,0388
0141,0479,0270,0283
0258,0412,0269,0243
0193,0051,0193,0086
0247,0007,0218,0127
0172,0245,0224,0226
0168,0183,0239,0192
0214,0407,0267,0025
0159,0223,0243,0139
0125,0075,0156,0258
0210,0209,0261,0331
0142,0487,0249,0367
0205,0419,0198,0249
0217,0169,0183,0280
0742,0198,0724,0299
0618,0341,0680,0327
0683,0095,0655,0301
0705,0036,0662,0394
0699,0358,0662,0392
0727,0220,0663,0417
0697,0333,0748,0248
0618,0495,0724,0485
