0020,0296,0111
0082,0602,0042
0066,0139,0062
0098,0141,0094
0063,0090,0052
0103,0517,0083
0023,0391,0073
0088,0983,0097
0098,0253,0076
0056,0849,0027
0087,0493,0079
0112,0461,0059
0065,0610,0092
0098,0827,0037
0098,0445,0112
0076,0353,0052
0052,0565,0068
0061,0922,0117
0095,0538,0037
0050,0464,0076
0115,0031,0100
0082,0895,0075
0075,0593,0087
0042,0202,0089
0080,0788,0020
0079,0563,0080
0042,0781,0031
0034,0362,0047
0101,0133,0057
0076,0560,0064
0087,0512,0106
0083,0529,0032
0064,0798,0118
0066,0238,0027
0113,0628,0075
0030,0774,0025
0095,0227,0072
0041,0394,0038
0039,0741,0081
0093,0437,0050
0055,0534,0110
0039,0855,0110
0041,0250,0051
0105,0434,0102
0064,0956,0101
0053,0456,0052
0094,0318,0020
0113,0824,0075
0037,0588,0024
0101,0500,0035
0050,0084,0098
0073,0401,0102
0097,0643,0114
0090,0354,0052
0073,0103,0079
0041,0115,0074
0070,0394,0068
0113,0469,0091
0106,0082,0085
0113,0622,0040
0036,0781,0074
0057,0046,0040
0054,0139,0022
0082,0502,0118
0084,0807,0065
0045,0985,0070
0076,0338,0115
0075,0506,0025
0063,0592,0038
0105,0989,0063
0086,0309,0115
0102,0730,0034
0033,0650,0079
0100,0806,0033
0103,0916,0034
0089,0494,0052
0098,0609,0043
0026,0250,0116
0031,0952,0089
0049,0702,0101
0106,0665,0030
0051,0414,0085
0049,0248,0092
0023,0337,0078
0070,0669,0107
0022,0952,0044
0119,0429,0030
0026,0158,0045
0036,0572,0065
0107,0449,0114
0032,0240,0080
0049,0717,0110
0093,0994,0064
0061,0363,0110
0112,0210,0065
0102,0521,0098
0058,0139,0061
0112,0449,0058
0040,0790,0107
0076,0787,0037
0721,0668,0721
0714,0501,0682
0738,0622,0734
0677,0222,0736
0677,0297,0755
0702,0502,0735
0717,0074,0688
0752,0303,0691
0696,0990,0757
0678,0091,0669
0694,0116,0736
0703,0823,0712
0715,0507,0762
0742,0708,0681
0762,0557,0674
0708,0637,0753
0685,0706,0668
0708,0462,0761
0745,0231,0697
0722,0398,0673
0764,0581,0710
0679,0051,0751
0728,0201,0670
0685,0430,0694
0676,0198,0757
0691,0865,0669
0756,0529,0683
0765,0478,0707
0737,0933,0763
0740,0787,0737
0763,0161,0737
0716,0504,0716
0712,0240,0723
0711,0116,0753
0742,0106,0670
0711,0863,0718
0754,0806,0700
0681,0500,0736
0685,0345,0687
0689,0843,0720
0689,0818,0717
0764,0378,0708
0740,0772,0761
0694,0325,0695
