0369,0424,0467
0380,0308,0406
0462,0038,0400
0362,0456,0366
0414,0074,0384
0465,0000,0463
0357,0018,0430
0320,0459,0436
0388,0214,0382
0448,0497,0440
0337,0190,0435
0407,0072,0413
0426,0220,0389
0438,0201,0436
0322,0117,0379
0435,0280,0393
0432,0471,0451
0379,0440,0347
0369,0443,0365
0368,0188,0441
0334,0257,0404
0432,0091,0400
0351,0081,0460
0321,0076,0468
0377,0034,0348
0467,0061,0429
0343,0026,0327
0444,0476,0325
0390,0484,0452
0330,0080,0361
0365,0057,0330
0390,0452,0385
0433,0219,0361
0416,0000,0402
0342,0421,0405
0427,0355,0460
0343,0477,0325
0450,0443,0341
0420,0223,0429
0385,0266,0413
0402,0449,0354
0373,0395,0429
0434,0023,0367
0454,0198,0433
0391,0046,0460
0390,0085,0458
0461,0255,0455
0343,0399,0396
0368,0121,0408
0468,0331,0400
0466,0034,0461
0410,0121,0444
0439,0156,0321
0346,0235,0425
0464,0323,0454
0423,0230,0357
0348,0021,0397
0323,0196,0363
0428,0440,0355
0340,0450,0362
0405,0373,0414
0377,0447,0325
0458,0194,0466
0399,0338,0382
0342,0349,0373
0436,0112,0358
0408,0367,0414
0456,0131,0421
0370,0331,0424
0465,0043,0423
0398,0308,0370
0373,0244,0402
0352,0060,0374
0404,0028,0419
0392,0364,0440
0442,0012,0441
0369,0231,0364
0422,0147,0420
0352,0479,0392
0364,0100,0364
0412,0492,0418
0319,0011,0463
0441,0412,0379
0396,0228,0393
0396,0011,0332
0370,0151,0343
0373,0294,0381
0330,0205,0339
0353,0077,0374
0322,0051,0342
0337,0012,0356
0452,0133,0457
0387,0178,0393
0331,0276,0428
0349,0332,0370
0334,0206,0412
0356,0458,0332
0406,0467,0355
0393,0385,0327
0442,0224,0427
0388,0126,0337
0357,0337,0401
0415,0276,0347
0394,0414,0423
0327,0070,0398
0457,0065,0387
0386,0399,0418
0444,0455,0449
0399,0433,0468
0329,0336,0352
0456,0312,0322
0339,0034,0436
0370,0327,0337
0408,0189,0388
0406,0030,0343
0358,0390,0342
0387,0433,0426
0340,0187,0442
0388,0189,0363
0466,0310,0421
0431,0195,0345
0452,0384,0402
0374,0188,0455
0458,0378,0339
0355,0098,0409
0327,0399,0417
0468,0118,0325
0390,0381,0396
0379,0444,0348
0344,0366,0331
0321,0117,0380
0346,0256,0340
0351,0442,0377
0100,0453,0075
0139,0032,0091
0049,0173,0084
0037,0334,0105
0060,0027,0081
0071,0495,0108
0157,0033,0075
0126,0485,0171
0134,0306,0061
0172,0020,0131
0039,0406,0071
0106,0422,0113
0046,0131,0068
0094,0379,0099
0119,0370,0167
0095,0025,0072
0086,0175,0062
0057,0491,0173
0167,0121,0061
0055,0497,0108
0069,0281,0049
0062,0239,0162
0120,0194,0159
0053,0129,0078
0046,0271,0151
0090,0397,0162
0100,0379,0165
0055,0445,0159
0046,0227,0155
0131,0150,0147
0052,0108,0030
0043,0478,0048
0143,0423,0168
0165,0279,0091
0135,0175,0056
0059,0490,0068
0122,0295,0048
0059,0316,0036
0141,0281,0109
0129,0225,0067
0151,0280,0121
0044,0336,0150
0028,0450,0098
0141,0118,0043
0066,0443,0109
0116,0297,0060
0149,0094,0056
0166,0273,0050
0104,0220,0061
