682,772,531,512
905,751,161,546
909,745,146,549
914,744,149,539
673,779,537,506
910,756,148,537
916,742,155,549
913,742,147,538
915,743,145,545
902,760,153,537
691,764,537,491
914,754,151,548
904,740,160,547
683,776,542,514
688,777,542,516
919,753,156,549
685,769,537,513
696,778,538,509
675,770,533,501
911,742,157,537
896,760,144,528
917,753,142,548
905,754,161,528
919,741,146,537
902,739,151,527
916,749,146,549
907,760,145,533
910,748,148,540
680,775,528,501
908,756,146,543
904,755,147,539
914,749,161,537
689,770,537,492
692,781,528,509
912,763,164,536
673,764,539,497
918,745,161,532
920,749,153,538
902,741,153,545
677,762,544,504
908,739,160,529
678,777,536,513
921,744,156,533
901,763,146,540
910,752,143,549
915,755,154,527
898,753,141,525
696,765,525,512
690,773,539,514
696,776,546,516
912,762,157,524
903,752,139,543
908,760,155,549
687,773,529,513
904,738,144,526
906,748,162,538
691,775,534,504
689,766,543,508
900,745,148,549
694,761,547,508
677,777,530,492
698,762,536,516
681,777,539,511
896,758,152,538
697,781,547,515
914,753,148,539
909,754,156,534
683,781,530,507
904,743,158,542
902,757,145,541
897,757,154,547
696,779,546,514
675,776,532,506
917,763,157,537
906,759,160,548
920,738,141,528
921,759,161,541
896,742,145,525
921,740,159,540
896,739,158,540
898,740,153,533
696,760,538,516
690,781,526,492
911,742,148,548
905,741,144,526
904,742,139,534
679,774,547,507
676,777,548,508
899,744,162,531
917,741,139,524
691,763,542,506
698,773,535,495
919,740,146,538
915,749,159,534
681,780,537,507
899,742,159,540
896,741,158,531
694,768,541,504
694,782,548,510
692,777,523,509
901,761,147,525
684,778,543,508
695,774,527,502
695,759,539,491
690,767,536,499
683,759,533,504
694,760,525,495
685,780,531,516
908,745,150,546
694,778,526,498
898,747,142,539
898,752,139,527
909,752,156,527
694,777,545,493
678,772,544,503
677,781,535,500
897,755,156,530
916,743,144,531
901,748,144,537
695,764,533,508
903,746,144,536
897,749,163,543
915,758,156,548
674,784,525,499
673,766,537,502
915,763,143,526
901,740,155,530
679,764,533,505
902,763,162,544
901,761,148,528
905,738,158,539
687,778,534,504
911,744,157,547
916,751,154,549
904,757,147,540
897,754,152,549
684,774,542,509
898,758,155,542
694,770,548,500
916,762,152,526
906,749,147,528
916,760,140,532
916,753,140,527
920,744,147,528
693,762,528,497
908,747,152,537
683,783,536,516
694,784,539,492
903,744,162,524
920,748,153,527
919,760,154,526
917,761,158,545
677,760,523,504
914,748,149,535
898,753,148,534
911,762,152,543
678,764,548,516
906,758,161,532
919,751,163,539
694,779,539,496
906,747,164,546
686,774,532,514
691,775,533,504
690,761,544,501
676,766,530,506
911,755,153,524
909,746,159,542
918,755,149,528
907,763,157,545
687,781,534,504
697,761,544,494
906,740,141,530
921,760,143,534
919,750,155,541
677,765,540,512
906,760,164,532
919,759,164,525
696,776,526,506
905,749,152,526
689,765,547,494
678,770,527,493
680,777,524,512
913,742,153,532
906,739,164,538
680,783,536,516
896,760,152,545
903,752,151,548
682,783,537,497
682,760,526,511
674,778,547,508
910,745,150,537
903,738,164,538
913,742,152,525
692,769,526,511
900,755,145,534
913,763,139,543
917,738,163,534
917,754,157,543
679,761,530,495
675,763,543,513
696,773,525,507
897,739,158,526
921,739,146,529
919,745,139,538
920,757,153,524
677,782,527,510
695,770,532,502
898,749,155,529
674,776,525,504
694,782,531,502
695,770,524,501
684,773,531,507
906,763,142,547
906,748,158,527
688,764,534,512
683,772,536,510
689,774,544,498
897,747,160,544
687,770,545,493
916,738,163,525
898,743,142,524
911,745,139,544
914,761,144,542
681,771,539,513
898,749,145,532
694,769,523,498
687,759,534,508
910,741,155,538
677,769,524,510
683,784,547,500
897,754,153,538
692,767,542,505
898,741,141,544
686,769,537,513
896,756,153,530
676,764,531,516
921,755,157,543
687,773,531,492
678,778,528,503
896,761,145,530
675,772,532,506
697,777,536,493
898,745,147,530
682,774,547,510
902,763,146,529
898,750,147,530
901,750,163,525
682,761,529,501
913,749,160,540
696,767,526,492
683,766,523,498
683,780,545,512
675,777,533,497
921,763,150,546
905,752,151,549
897,761,147,540
682,766,546,514
685,759,548,516
907,750,145,549
920,743,141,538
689,778,542,514
683,772,539,508
688,777,537,506
674,759,535,508
686,775,529,493
918,754,152,539
686,776,534,502
678,784,525,493
896,751,146,532
684,784,533,491
919,745,145,544
912,742,153,527
918,754,152,546
697,784,539,510
916,740,153,525
698,784,524,504
903,746,156,539
905,738,157,532
688,781,547,510
902,752,158,529
689,779,541,497
901,751,140,541
680,769,548,504
899,742,156,542
921,753,142,549
919,754,154,526
921,751,156,548
901,740,164,539
899,757,156,543
906,742,147,524
693,767,523,504
686,781,527,502
698,781,524,500
913,758,147,542
682,770,537,499
690,768,548,514
920,742,162,528
912,748,144,530
898,753,149,547
915,753,160,528
696,769,538,501
909,739,153,534
920,741,162,534
917,749,155,529
920,748,162,535
900,755,163,533
920,745,148,527
916,751,154,534
693,782,538,508
679,762,523,513
901,738,154,546
694,781,536,512
681,762,538,495
913,746,141,544
905,755,159,535
690,761,541,496
921,763,164,538
687,776,527,501
673,766,546,498
912,741,164,540
677,773,530,491
686,778,536,500
684,764,539,492
915,740,151,545
679,776,525,506
907,740,148,529
903,762,150,524
903,740,154,547
692,773,526,510
696,771,538,505
684,782,546,498
896,761,140,526
695,784,540,516
901,752,162,542
921,746,144,532
896,750,159,532
904,750,146,545
695,764,529,498
680,776,547,512
696,771,541,502
685,779,528,499
694,780,541,501
678,776,547,512
697,783,524,513
676,768,530,507
682,781,537,507
674,783,532,508
685,764,539,501
689,771,547,513
906,745,160,541
676,784,540,506
914,742,154,526
674,780,525,502
902,757,146,538
920,760,150,546
919,754,148,543
676,780,527,498
920,740,153,531
906,760,157,529
684,777,545,512
911,749,162,533
908,744,157,530
900,758,152,532
689,775,530,510
905,756,156,548
687,764,541,515
903,754,140,546
694,760,546,512
900,742,153,547
908,740,164,542
907,740,160,539
921,739,152,532
917,751,143,540
908,756,159,529
897,740,154,547
676,774,525,515
673,770,546,508
907,749,139,548
906,752,160,536
673,780,528,515
682,772,535,507
678,762,547,506
918,746,152,539
694,759,544,509
687,780,533,501
676,772,523,505
697,762,535,513
898,762,154,545
690,783,545,497
907,758,161,541
682,774,539,509
696,781,548,513
681,775,534,508
689,778,526,493
919,753,162,525
686,771,530,509
914,747,140,535
904,760,151,525
902,744,163,543
901,763,150,542
906,751,143,532
904,751,154,547
677,760,537,511
897,745,160,542
675,782,533,507
678,772,526,498
899,739,140,533
682,780,536,503
687,760,537,505
896,756,143,532
896,739,157,526
916,759,164,549
919,748,139,545
907,760,151,549
916,749,159,530
914,739,154,537
698,782,533,509
920,748,161,540
917,749,155,530
696,782,537,492
905,761,145,535
909,762,162,538
681,775,539,508
919,749,155,537
916,750,147,536
682,784,548,514
679,782,529,492
685,778,525,495
690,780,527,514
914,744,143,534
897,752,157,541
692,770,523,513
902,761,161,531
674,770,534,504
678,781,535,494
684,776,542,505
694,764,538,510
695,770,526,502
675,771,527,493
698,784,546,494
913,748,158,540
919,763,146,524
689,783,540,501
685,782,526,495
684,781,539,511
903,745,142,532
678,770,523,500
917,739,143,546
696,765,533,510
908,747,153,531
899,754,161,527
682,780,540,511
898,762,146,525
690,772,546,512
908,753,144,545
683,759,539,506
684,783,531,506
910,752,144,533
896,743,142,527
908,752,155,540
919,740,143,545
899,755,150,530
687,761,526,507
914,752,158,535
689,780,532,502
680,761,524,494
679,759,523,500
911,750,147,547
685,775,547,501
694,766,538,502
901,742,154,525
906,749,148,536
673,767,538,495
907,753,142,527
693,774,533,503
685,760,543,516
679,761,535,512
673,778,533,500
913,753,139,529
683,780,546,509
896,751,142,540
688,759,526,512
689,784,525,497
921,757,147,528
910,744,154,539
696,773,524,516
904,741,143,524
908,740,150,530
898,761,163,548
919,747,157,533
913,756,140,538
912,757,161,527
698,777,542,495
678,779,533,503
901,739,149,539
686,767,532,507
692,780,527,494
677,779,533,508
901,744,164,531
900,753,140,530
694,780,547,506
679,780,526,515
920,757,155,525
916,750,160,534
899,748,160,543
900,741,148,542
685,760,525,494
690,775,546,502
698,770,524,513
910,745,143,543
912,756,160,545
902,740,160,536
689,776,541,492
694,765,537,508
920,755,163,524
698,776,546,504
896,763,156,544
903,762,147,527
673,771,538,508
694,773,543,511
916,759,151,543
906,747,150,546
902,743,144,525
902,752,146,542
685,779,529,493
917,751,153,525
919,749,144,548
679,781,532,493
903,740,161,536
693,763,544,502
914,745,148,526
901,747,162,530
691,768,535,504
675,765,547,507
900,751,143,547
695,783,530,505
679,772,547,496
899,754,148,540
680,779,548,496
909,761,157,531
915,739,141,544
693,762,527,500
912,742,147,548
675,764,534,514
896,761,139,533
911,761,147,525
693,778,548,501
674,761,534,491
899,756,150,543
690,763,524,495
675,759,539,509
915,751,156,532
912,751,142,531
913,751,150,549
689,776,543,510
