0595,0117
0838,0144
0492,0740
0985,0153
0696,0635
0471,0683
0018,0751
0026,0373
0975,0270
0413,0284
0675,0895
0211,0540
0336,0582
0752,0749
0803,0328
0487,0017
0688,0063
0075,0680
0797,0130
0202,0097
0948,0901
0506,0061
0090,0976
0023,0577
0261,0910
0757,0048
0899,0253
0944,0362
0365,0940
0563,0894
0114,0678
0653,0807
0784,0954
0287,0997
0213,0956
0906,0971
0604,0844
0806,0537
0171,0881
0030,0142
0800,0457
0807,0963
0004,0976
0110,0278
0240,0098
0833,0874
0388,0070
0086,0512
0534,0530
0311,0716
0568,0245
0135,0734
0762,0653
0959,0370
0494,0054
0401,0047
0835,0707
0206,0249
0425,0564
0051,0580
0348,0348
0437,0246
0579,0605
0517,0774
0095,0570
0823,0095
0801,0201
0516,0827
0956,0340
0128,0398
0226,0835
0638,0697
0091,0575
0431,0374
0895,0869
0337,0271
0909,0165
0604,0438
0284,0414
0608,0256
0710,0671
0290,0083
0573,0029
0781,0200
0366,0828
0645,0543
0570,0404
0543,0343
0858,0850
0637,0238
0259,0735
0822,0747
0399,0849
0913,0221
0363,0324
0953,0063
0512,0477
0892,0340
0208,0907
0270,0873
0498,0778
0412,0123
0065,0301
0538,0045
0966,0367
0885,0485
0406,0183
0828,0292
0831,0518
0593,0113
0436,0757
0990,0874
0335,0840
0787,0990
0262,0833
0803,0289
0526,0970
0302,0916
0628,0387
0146,0936
0547,0788
0898,0511
0231,0183
0977,0512
0064,0750
0399,0173
0258,0084
0226,0378
0673,0563
0704,0108
0074,0497
0025,0868
0677,0959
0977,0199
0367,0473
0411,0075
0091,0755
0369,0712
0640,0221
0151,0984
0974,0293
0904,0252
0802,0870
0297,0181
0105,0130
0473,0660
0706,0625
0042,0582
0395,0646
0345,0968
0957,0098
0304,0075
0196,0416
0798,0555
0406,0148
0564,0802
0766,0073
0960,0236
0848,0813
0590,0206
0404,0299
0762,0096
0800,0756
0019,0901
0853,0523
0241,0587
0868,0388
0359,0035
0945,0496
0355,0118
0965,0528
0387,0089
0434,0956
0162,0023
0112,0687
0231,0778
0117,0576
0150,0702
0128,0007
0416,0402
0822,0073
0838,0628
0478,0643
0995,0119
0743,0911
0399,0331
0809,0870
0295,0994
0672,0178
0954,0210
0773,0326
0911,0044
0288,0141
0722,0080
0232,0236
0941,0187
0714,0909
0843,0838
0120,0953
0608,0740
0784,0529
0764,0344
0718,0400
0694,0016
0924,0656
0789,0866
0877,0504
0154,0073
0785,0416
0521,0556
0458,0121
0687,0291
0926,0003
0613,0543
0717,0723
0226,0917
0402,0697
0895,0239
0583,0028
0275,0455
0233,0642
0647,0945
0146,0968
0892,0052
0693,0379
0808,0772
0028,0632
0088,0319
0829,0470
0167,0817
0571,0750
0757,0527
0737,0396
0163,0685
0297,0549
0722,0604
0946,0284
0835,0860
0433,0899
0473,0753
0438,0282
0954,0685
0031,0607
0421,0194
0347,0227
0710,0266
0052,0557
0453,0741
0407,0213
0668,0126
0248,0687
0455,0595
0862,0697
0557,0631
0045,0051
0869,0805
0283,0834
0492,0811
0458,0537
0955,0833
0068,0661
0645,0700
0669,0940
0542,0932
0402,0353
0175,0198
0695,0086
0109,0806
0814,0590
0483,0597
0132,0501
0132,0875
0469,0239
0322,0738
0264,0930
0044,0710
0941,0586
0969,0292
0394,0879
0148,0950
0357,0652
0048,0913
0868,0318
0354,0523
0712,0639
0654,0364
0520,0022
0050,0720
0810,0301
0439,0910
0596,0175
0109,0336
0393,0332
0398,0759
0599,0546
0083,0578
0956,0737
