450,284,517
702,482,644
447,282,505
457,269,520
454,278,504
461,271,506
702,493,651
278,650,507
445,274,529
280,666,505
451,284,524
276,673,507
262,666,492
284,654,487
283,654,496
683,487,669
682,490,665
264,666,508
461,263,517
687,475,650
456,276,528
440,266,514
437,285,527
276,673,495
270,660,506
263,666,498
681,479,662
442,281,504
680,491,657
269,657,486
446,285,522
454,276,521
450,262,506
703,492,646
700,474,658
462,283,510
286,662,497
461,285,516
267,662,510
457,273,526
269,667,499
437,284,513
450,274,515
263,670,503
443,280,507
685,482,662
449,283,505
453,286,513
263,654,486
282,656,502
697,496,665
438,267,525
456,278,526
273,667,503
701,486,644
682,495,661
694,481,644
269,669,489
703,493,658
261,652,488
438,268,526
265,664,497
448,269,526
283,655,487
447,278,527
460,278,507
692,473,650
684,479,663
681,483,650
691,495,646
447,261,522
262,649,501
684,493,648
691,474,667
705,485,669
263,666,487
682,483,668
265,671,502
451,271,523
437,264,513
447,263,507
695,481,649
275,664,486
441,264,517
271,667,495
443,282,509
455,268,529
263,653,506
438,276,520
276,663,498
444,265,516
268,668,502
447,264,509
437,269,525
273,660,510
682,489,665
700,473,651
285,662,493
687,487,647
689,479,665
442,270,506
266,666,504
437,279,525
460,274,525
686,487,662
285,673,493
680,484,646
697,495,668
459,268,513
689,488,661
693,489,661
689,484,648
692,474,655
686,496,649
685,490,665
442,276,510
446,278,525
281,663,497
285,666,492
696,488,664
452,271,529
455,281,521
458,274,512
275,658,503
701,482,644
704,471,662
438,267,506
440,274,522
681,474,648
457,271,511
692,483,645
680,477,662
277,651,496
701,472,657
437,283,519
690,484,656
681,496,648
285,666,507
269,667,496
276,659,487
265,648,509
437,275,505
454,281,510
703,492,651
284,663,487
271,672,492
448,264,519
439,285,520
271,666,506
268,664,504
684,491,654
270,654,502
692,487,645
281,665,498
281,668,506
438,274,523
686,473,648
262,658,497
271,668,495
283,649,493
266,668,507
702,483,668
683,479,663
701,494,664
694,472,658
688,472,650
271,658,486
444,279,506
269,662,500
282,669,498
277,651,495
460,268,529
269,654,500
694,473,667
695,475,664
680,483,655
440,266,519
690,491,668
457,273,512
265,655,510
265,668,493
274,658,491
445,268,517
265,661,507
268,673,510
447,267,510
452,277,521
446,270,515
693,477,654
285,669,492
682,486,660
445,269,522
460,264,504
269,654,500
685,475,667
697,477,659
270,658,500
459,271,508
457,284,520
690,485,647
283,649,490
275,668,487
455,280,529
280,662,488
458,277,509
691,471,657
438,285,513
438,278,511
285,658,497
690,482,669
461,262,524
274,667,487
446,281,507
263,667,494
460,286,525
455,286,518
285,665,506
264,663,491
262,655,488
461,285,508
456,275,512
687,486,647
691,493,665
685,480,657
446,284,522
443,263,518
448,278,515
446,263,507
681,490,661
455,279,518
704,492,658
454,267,515
688,471,656
442,267,521
443,279,524
261,666,488
437,281,519
268,658,497
267,654,496
275,653,497
690,493,645
691,471,667
274,665,486
456,263,517
446,274,526
696,476,660
441,284,509
689,471,653
451,282,517
452,271,521
455,284,507
685,483,667
698,478,669
691,485,665
437,266,511
685,476,653
284,658,493
689,489,647
456,274,505
681,472,654
454,269,510
689,479,645
266,665,497
280,669,508
267,652,498
445,276,505
697,493,662
702,474,659
277,654,506
702,477,659
272,654,499
263,654,502
703,490,652
283,648,489
699,482,650
440,269,525
437,264,517
277,671,499
286,668,489
694,488,664
461,266,520
284,656,494
271,663,499
438,264,520
685,488,662
704,478,650
440,273,521
448,267,504
691,489,646
278,654,507
442,280,511
270,652,502
442,262,513
455,263,519
282,651,492
686,482,655
459,283,518
442,286,519
452,271,519
453,273,526
270,666,499
458,274,522
439,277,507
437,276,504
439,279,513
437,275,516
688,475,664
284,671,485
262,651,489
687,490,655
688,493,664
695,484,656
270,665,509
278,667,491
441,271,517
459,273,505
261,660,491
688,476,648
450,271,512
452,276,511
694,489,664
269,663,498
443,286,524
446,283,508
267,667,488
450,282,504
268,655,489
277,671,510
450,277,515
455,267,521
681,481,654
268,648,499
703,471,649
263,665,502
268,664,493
457,280,510
285,665,490
273,669,507
278,655,490
443,272,525
281,653,488
286,671,499
680,487,666
701,488,658
282,648,500
263,668,509
448,275,526
267,652,487
684,490,661
282,664,488
447,285,512
265,669,510
449,286,520
689,494,644
445,269,518
286,669,495
261,669,494
460,271,506
685,472,654
687,489,668
443,277,506
681,479,665
686,476,669
460,275,517
680,487,665
694,485,658
697,483,656
460,267,521
451,285,525
453,269,507
451,286,506
279,667,487
689,486,652
262,661,494
681,471,665
697,484,651
458,276,506
691,478,656
278,659,502
457,274,509
438,270,525
683,490,662
445,283,507
267,665,510
277,661,509
271,653,495
694,475,645
459,286,523
684,492,650
681,495,666
277,670,508
460,276,506
450,277,526
283,648,501
688,486,664
697,475,657
695,472,646
695,475,662
456,273,520
279,670,497
275,658,492
683,473,667
446,263,515
699,476,656
698,485,649
272,655,491
454,278,510
683,481,652
437,269,527
439,270,514
282,656,487
459,264,512
458,267,510
280,648,492
456,264,506
274,656,497
286,672,498
437,277,515
449,261,511
456,268,520
263,661,487
277,652,508
705,481,660
440,269,512
693,488,665
443,277,517
274,654,505
268,662,497
698,495,647
697,496,662
278,655,502
444,269,527
703,473,660
692,492,668
445,280,513
266,658,489
683,484,666
461,273,522
452,272,522
279,668,509
689,472,660
449,278,521
265,668,500
694,473,657
695,486,645
269,660,498
443,279,509
687,475,669
270,662,493
276,648,489
449,284,524
286,672,500
438,283,505
459,265,505
688,493,669
261,660,504
693,491,645
445,276,512
460,270,513
265,654,501
461,278,525
448,283,504
699,477,658
702,487,667
690,493,645
691,489,659
281,670,499
272,660,495
451,262,515
453,269,527
695,476,651
284,658,488
696,474,650
282,653,489
280,660,496
276,665,487
690,490,656
444,282,523
270,661,492
458,278,527
452,277,524
449,285,526
461,277,529
697,479,664
449,274,506
263,661,504
443,284,510
284,670,507
445,262,523
683,487,656
442,266,511
680,480,649
274,652,491
686,489,660
280,659,490
437,281,519
698,489,659
281,670,496
273,654,496
694,478,657
685,473,652
448,276,518
685,486,668
277,667,498
692,487,663
443,263,517
684,493,660
445,261,513
276,672,510
273,664,500
269,669,506
689,481,654
451,274,523
268,648,488
701,487,664
439,262,517
261,672,493
444,264,515
701,484,649
440,281,515
455,261,523
700,483,654
456,274,510
461,281,509
705,475,663
268,661,510
451,262,521
702,483,656
451,270,526
681,492,668
448,271,513
264,670,499
270,648,508
700,492,662
446,272,505
445,282,509
687,495,657
687,496,651
691,482,644
437,280,512
286,648,488
279,652,498
457,275,523
459,271,510
442,272,507
696,495,647
449,271,523
267,673,506
453,277,522
442,269,511
686,477,652
691,481,650
268,662,492
688,477,668
267,658,487
703,495,646
685,475,667
460,273,529
690,489,649
700,473,662
460,284,504
279,648,498
271,665,505
452,272,519
696,490,651
280,662,489
285,669,499
693,493,669
274,657,494
271,669,491
685,484,655
449,284,517
277,670,505
270,663,506
269,649,501
264,654,507
446,277,528
461,269,517
452,278,506
439,275,519
686,489,663
441,281,522
683,485,652
261,655,485
273,663,489
441,271,510
279,651,494
700,478,648
691,496,650
286,673,491
455,269,520
443,275,527
448,276,517
274,665,498
282,653,507
700,493,654
701,474,654
280,672,508
281,667,486
448,261,517
462,276,516
684,492,662
279,651,491
278,658,497
694,484,668
275,671,495
681,483,647
283,653,491
693,494,666
262,662,509
459,275,515
688,493,651
442,261,517
438,265,512
440,270,519
285,663,491
685,488,668
261,659,496
682,482,659
681,476,665
695,488,663
447,270,506
438,284,525
685,479,656
685,490,668
280,666,499
267,663,503
687,482,645
447,279,506
455,265,506
282,669,485
443,278,526
698,483,653
441,274,511
457,280,517
461,265,525
284,653,508
445,276,528
273,664,502
699,484,669
455,278,522
446,284,514
701,489,656
456,282,511
262,658,486
453,267,510
