0912,0257
0143,0881
0058,0548
0891,0327
0120,0798
0392,0867
0831,0872
0096,0196
0354,0488
0449,0827
0156,0801
0548,0756
0323,0361
0794,0701
0375,0208
0042,0727
0099,0043
0792,0951
0997,0770
0535,0616
0058,0461
0710,0289
0744,0813
0386,0470
0806,0061
0457,0412
0707,0490
0129,0712
0221,0807
0563,0119
0192,0436
0405,0271
0424,0974
0602,0668
0357,0929
0207,0006
0962,0169
0768,0753
0150,0950
0914,0605
0740,0536
0645,0843
0228,0411
0179,0652
0692,0647
0541,0139
0704,0024
0671,0273
0311,0574
0488,0848
0130,0739
0240,0610
0161,0954
0956,0108
0674,0595
0652,0763
0031,0577
0521,0792
0419,0017
0790,0444
0844,0541
0215,0900
0400,0251
0748,0907
0674,0726
0287,0343
0246,0058
0900,0040
0022,0451
0044,0320
0899,0263
0821,0274
0346,0352
0816,0793
0090,0170
0118,0054
0646,0098
0114,0097
0998,0644
0717,0524
0219,0235
0861,0589
0865,0307
0272,0181
0277,0475
0368,0207
0573,0271
0348,0850
0800,0731
0649,0676
0570,0535
0706,0429
0498,0051
0236,0469
0137,0683
0802,0304
0275,0190
0327,0612
0208,0150
0902,0160
0969,0317
0221,0813
0163,0932
0783,0569
0997,0556
0686,0119
0362,0407
0771,0972
0797,0553
0867,0738
0896,0888
0550,0140
0513,0731
0649,0337
0428,0944
0691,0056
0134,0978
0539,0439
0784,0657
0609,0426
0665,0603
0806,0220
0118,0789
0623,0703
0308,0459
0856,0181
0594,0949
0357,0466
0658,0450
0168,0677
0612,0802
0479,0789
0283,0624
0031,0820
0959,0867
0604,0697
0712,0238
0508,0733
0650,0460
0865,0307
0337,0975
0810,0015
0110,0273
0842,0197
0566,0206
0720,0061
0008,0722
0699,0476
0274,0895
0717,0312
0465,0400
0211,0339
0489,0979
0183,0429
0008,0506
0286,0239
0940,0614
0594,0267
0077,0666
0342,0861
0121,0592
0837,0058
0839,0388
0839,0501
0829,0791
0741,0581
0279,0731
0239,0600
0284,0198
0241,0491
0730,0751
0499,0926
0871,0396
0218,0711
0028,0214
0008,0908
0126,0796
0674,0732
0319,0438
0701,0400
0391,0561
0934,0086
0134,0432
0747,0602
0482,0102
0346,0190
0339,0224
0266,0746
0808,0701
0717,0829
0793,0620
0608,0286
0439,0541
0451,0108
0089,0234
0456,0119
0878,0929
0610,0228
0177,0665
0441,0077
0512,0260
0504,0736
0759,0016
0666,0101
0388,0636
0201,0914
0291,0592
0155,0873
0467,0007
0667,0770
0149,0175
0642,0295
0758,0990
0041,0372
0075,0232
0574,0610
0376,0833
0976,0550
0798,0871
0260,0884
0236,0474
0385,0470
0366,0521
0993,0151
0101,0968
0812,0014
0968,0630
0028,0711
0683,0217
0457,0051
0348,0970
0521,0395
0835,0226
0043,0488
0666,0916
0283,0861
0307,0191
0553,0960
0361,0147
0293,0361
0382,0747
0365,0040
0539,0916
0508,0494
0589,0202
0060,0082
0252,0308
0479,0293
0438,0651
0510,0321
0559,0250
0560,0585
0643,0393
0190,0655
0942,0560
0649,0066
0706,0039
0195,0964
0280,0923
0542,0108
0078,0125
0481,0540
0266,0573
0325,0895
0735,0487
0863,0717
0426,0708
0625,0912
0356,0080
0880,0956
0989,0066
0172,0588
0193,0573
0109,0454
0979,0411
0540,0608
0862,0843
0050,0799
0337,0231
0718,0440
0127,0517
0709,0434
0481,0018
0577,0583
0790,0543
0562,0082
0758,0232
0985,0636
0499,0332
0433,0175
0583,0407
0002,0943
0285,0848
0558,0581
0568,0363
1000,0913
0199,0948
0061,0575
0197,0709
0029,0156
0409,0695
0568,0113
0636,0800
0550,0288
0209,0689
0559,0272
0892,0065
0340,0875
0072,0058
0427,0997
0055,0816
0826,0033
0891,0164
0781,0458
0574,0918
0937,0835
0230,0969
0920,0348
0827,0510
0514,0387
0411,0542
0631,0705
0830,0481
0993,0818
0198,0870
0052,0865
0743,0524
0825,0442
0273,0472
0913,0682
0503,0001
0009,0792
0040,0814
0086,0238
0177,0611
0332,0428
0063,0276
0716,0697
0069,0324
0368,0317
0394,0591
0162,0416
0441,0513
0641,0459
0811,0047
0925,0040
0324,0237
0394,0144
0869,0100
0436,0279
0792,0533
0462,0408
0547,0979
0445,0743
0422,0360
0164,0015
0257,0322
0238,0300
0658,0779
0736,0351
0670,0276
0118,0083
0586,0830
0470,0084
0510,0635
0036,0768
0017,0684
0208,0257
0995,0138
0915,0303
0464,0195
0237,0538
0667,0375
0906,0542
0687,0433
0532,0500
0881,0077
0251,0335
0879,0917
0270,0052
0607,0100
0905,0221
0557,0199
0187,0121
0958,0378
0670,0420
0013,0290
0200,0200
0241,0052
0274,0899
0070,0071
0110,0837
0985,0442
0656,0601
0204,0909
0786,0406
0230,0289
0648,0121
0714,0876
0370,0231
0950,0576
0809,0121
0160,0127
0620,0086
0813,0342
0224,0649
0818,0003
0998,0957
0466,0708
0030,0950
0117,0116
0666,0309
0324,0041
0109,0799
0678,0678
0883,0523
1000,0438
0700,0089
0418,0603
0681,0669
0034,0877
0112,0591
0819,0767
0015,0300
0135,0253
0994,0604
0472,0146
0654,0122
0486,0845
0704,0542
0755,0227
0368,0671
0411,0363
0278,0655
0649,0712
0826,0379
0000,0587
0793,0351
0708,0077
0088,0239
0871,0510
0469,0890
0153,0637
0876,0068
0121,0071
0083,0348
0987,0842
0213,0238
0472,0262
0833,0166
0947,0967
0935,0573
0839,0494
0081,0912
0603,0997
0327,0531
0903,0483
0769,0227
0595,0897
0503,0709
0416,0570
0499,0761
0414,0099
0058,0816
0892,0936
0012,0561
0664,0148
0968,0983
0217,0474
0857,0730
0275,0408
0193,0624
0288,0222
0914,0801
0519,0470
0438,0923
0607,0642
0435,0478
0976,0935
0936,0695
0799,0962
0827,0398
0525,0940
0635,0277
0599,0488
0863,0054
0865,0657
0948,0814
0876,0715
0551,0035
0355,0516
0728,0439
0922,0441
0674,0137
0559,0098
0552,0458
0129,0242
0725,0319
0855,0312
0301,0210
0383,0418
0539,0825
0771,0200
0614,0506
0373,0558
0566,0406
0257,0329
0682,0104
0525,0499
0121,0774
0376,0200
0426,0768
0124,0394
0807,0293
0831,0960
0069,0822
0553,0413
0474,0412
0409,0902
0231,0080
0002,0427
0787,0527
0745,0310
0248,0635
0324,0963
0286,0299
0302,0900
0504,0934
0690,0810
0859,0594
0558,0238
0805,0746
0877,0264
0023,0218
0060,0965
0114,0573
0527,0023
0413,0328
0220,0989
0888,0194
0245,0853
0038,0873
0175,0625
0291,0512
0188,0931
0400,0396
0537,0854
0544,0653
0259,0636
0335,0466
0010,0856
