424,558,262,470
411,552,274,462
679,507,032,331
417,536,261,475
816,439,917,841
669,523,031,354
420,541,273,466
429,551,262,479
826,437,933,849
685,514,012,344
676,512,024,348
687,518,024,353
435,561,257,458
423,545,269,480
817,437,919,839
602,007,001,022
806,431,914,828
818,437,923,838
689,509,017,351
672,513,026,338
817,446,917,840
416,550,274,477
678,505,015,351
816,439,917,833
808,437,920,834
414,553,254,461
419,552,267,477
596,017,000,026
831,453,924,836
822,437,916,848
418,554,261,459
821,443,930,830
432,561,265,465
678,505,032,342
670,505,016,338
828,454,934,837
582,007,001,022
820,453,923,849
812,433,926,827
421,539,272,468
585,009,006,036
606,000,012,021
668,515,015,341
813,445,926,846
825,454,930,842
826,454,930,827
593,022,011,036
818,452,921,837
416,555,256,478
673,507,030,333
431,544,268,465
679,520,030,350
693,509,034,349
807,443,920,850
824,432,933,837
423,557,270,461
829,440,922,844
436,539,271,465
831,450,936,829
830,432,938,827
813,432,916,838
434,540,253,479
602,007,007,038
590,014,005,028
668,500,012,344
598,024,000,039
605,003,009,029
806,438,937,832
414,546,264,470
692,516,025,342
413,547,272,467
426,558,262,460
413,553,274,478
417,559,266,478
688,516,025,348
587,009,005,018
809,445,923,832
827,441,928,828
811,431,927,839
418,538,252,471
592,022,013,042
603,022,020,032
423,542,267,466
587,022,000,040
819,433,932,848
431,559,268,459
425,539,275,464
831,454,929,837
825,444,933,844
606,014,019,021
809,447,932,829
819,445,929,832
670,515,012,346
427,552,267,472
692,509,015,351
581,007,012,017
596,016,000,027
605,006,000,021
435,537,265,462
427,547,275,457
812,440,936,839
586,016,014,041
821,451,923,844
412,546,252,455
590,019,012,021
435,540,258,456
413,560,277,471
596,002,008,042
433,561,261,475
427,547,258,471
670,519,024,348
419,553,263,468
693,504,019,337
433,550,277,474
824,432,923,848
416,557,271,458
423,543,257,467
672,506,022,331
683,518,019,345
686,508,013,339
598,018,018,021
682,507,029,349
588,011,001,019
824,429,917,834
601,004,003,017
669,504,035,338
427,557,262,460
605,022,011,024
426,549,266,465
693,503,019,339
670,520,029,339
588,022,017,033
815,451,923,843
425,560,254,462
669,516,024,345
806,446,924,839
808,439,928,852
676,504,022,336
816,438,918,838
599,004,002,024
680,501,023,333
606,010,003,029
807,448,937,837
605,003,017,025
810,443,915,840
590,021,003,027
600,016,007,029
431,543,265,465
685,520,029,348
593,019,007,023
425,553,275,471
814,446,927,848
806,436,933,831
830,442,916,836
422,557,257,461
818,443,934,833
686,505,022,329
820,434,937,848
414,545,268,476
605,004,000,026
806,453,934,833
826,447,919,835
426,553,262,463
586,022,003,033
586,024,007,037
683,498,035,338
431,555,275,469
816,448,936,845
601,019,017,026
585,020,004,038
691,520,014,351
599,002,001,027
589,003,019,029
412,538,270,466
603,007,014,034
671,504,034,350
823,437,923,844
429,549,269,465
417,553,261,474
422,540,272,463
685,508,020,347
587,006,009,017
425,537,265,457
679,515,014,341
429,539,254,467
424,557,271,461
597,004,020,030
668,498,029,340
809,446,933,846
820,429,933,837
432,546,259,480
604,016,002,028
426,552,263,462
418,545,272,461
822,449,929,846
826,454,918,848
676,517,029,350
830,439,916,850
684,502,025,349
675,509,023,332
427,561,256,475
602,020,011,032
673,504,029,334
827,448,929,847
583,014,011,020
419,560,272,463
412,556,274,462
686,498,027,343
426,540,256,462
820,435,937,843
824,443,934,829
587,005,019,025
594,015,007,032
690,512,033,331
671,504,027,348
601,003,001,020
429,561,258,460
819,432,916,845
601,000,005,022
428,560,259,460
594,020,009,036
810,448,939,844
585,009,012,024
606,002,004,026
672,508,018,353
589,009,000,018
822,431,934,837
819,431,934,830
434,539,269,465
669,507,019,343
596,009,006,020
435,561,261,471
679,502,022,347
691,517,029,344
674,499,026,351
684,509,030,342
602,009,017,021
811,446,933,827
598,019,000,034
436,558,271,459
825,449,936,828
820,452,922,841
427,551,272,472
424,547,260,461
419,548,273,480
817,451,923,831
424,547,253,462
675,503,035,352
600,020,000,039
428,558,268,459
689,518,030,351
830,443,934,846
596,006,004,021
683,511,010,333
821,449,919,852
668,518,032,331
588,003,000,031
681,517,015,339
588,000,019,039
814,445,914,833
592,010,000,018
808,453,938,838
670,500,022,336
598,023,018,021
814,430,937,849
432,553,275,479
829,450,922,828
413,543,276,457
672,517,017,352
429,554,263,465
588,019,007,019
818,430,917,848
825,448,934,832
424,549,255,478
593,011,000,041
589,014,016,040
428,555,262,469
586,011,013,024
821,443,924,847
585,012,011,029
597,007,015,019
588,017,000,039
425,537,264,456
674,505,031,333
581,011,014,040
813,447,919,844
593,023,000,038
692,499,021,349
687,508,012,351
683,503,016,339
670,501,010,350
831,445,926,828
688,501,023,350
811,445,937,846
417,551,274,471
429,559,260,463
428,554,271,478
419,561,254,475
817,448,927,848
432,553,268,470
593,020,016,021
692,515,013,341
675,517,019,338
605,007,006,021
585,013,005,033
817,441,917,842
424,546,252,464
668,520,030,344
818,451,936,840
684,509,027,342
427,536,267,457
419,551,263,456
822,450,928,846
593,019,000,025
678,498,014,348
816,431,938,845
601,005,007,028
586,001,006,034
432,544,271,466
675,503,024,333
827,438,917,852
430,548,255,465
675,515,013,339
692,520,020,344
413,550,270,463
599,011,014,029
822,433,920,844
687,517,021,345
818,439,936,838
602,013,012,027
682,514,027,334
689,505,025,336
434,554,275,456
419,546,268,464
601,015,020,031
593,007,003,019
591,003,012,020
581,003,013,023
826,449,915,850
827,452,916,829
826,447,936,852
592,008,018,038
812,449,914,827
585,000,000,037
668,507,031,330
419,551,269,471
435,558,272,464
582,004,007,033
434,537,258,457
826,454,937,845
828,435,924,846
690,523,035,339
806,431,915,848
598,012,001,034
419,552,268,465
823,431,937,851
827,450,921,843
823,435,934,844
687,511,012,349
687,512,012,341
669,515,031,334
673,514,029,335
419,553,255,455
414,538,262,462
806,431,928,843
814,450,935,835
692,501,032,346
807,429,934,827
806,429,917,834
421,551,273,468
413,546,271,462
829,429,937,831
425,553,270,455
689,515,018,331
590,024,018,040
418,539,259,479
423,551,266,465
671,508,020,339
605,004,009,021
583,009,000,029
583,001,013,034
689,513,033,333
831,437,931,834
686,515,026,331
674,499,019,354
587,007,018,028
591,005,009,030
435,546,277,476
816,448,921,842
674,507,014,335
821,436,932,829
426,552,253,457
676,518,025,352
675,505,026,330
599,008,012,023
606,013,016,040
815,429,935,833
592,018,002,040
598,021,000,034
690,523,026,330
602,007,020,036
670,502,022,349
676,502,016,349
825,437,930,828
433,550,262,468
691,509,014,340
829,445,916,849
412,542,262,480
432,557,252,478
587,015,016,029
601,009,000,023
809,446,921,845
429,554,262,477
818,453,936,849
435,558,276,457
691,510,014,349
671,520,022,335
589,012,013,025
819,440,937,844
581,018,005,029
596,013,016,038
814,449,924,838
431,547,265,478
431,556,259,462
688,521,029,333
600,005,000,038
586,002,017,026
829,443,927,841
677,502,013,352
828,448,926,834
606,002,017,042
670,514,017,336
829,433,931,828
583,007,000,031
420,560,277,475
584,014,017,029
435,552,267,462
586,000,014,027
420,544,257,480
433,551,258,473
693,507,027,339
424,542,258,467
676,506,034,350
827,446,938,852
605,004,000,038
428,556,264,475
430,559,255,471
687,513,016,336
606,021,008,019
600,006,004,038
816,453,915,836
674,513,014,351
668,523,023,331
585,011,002,034
672,498,031,344
830,449,919,827
413,537,264,469
583,014,009,034
590,014,014,033
680,505,019,333
606,002,000,040
820,441,916,839
420,552,274,459
828,432,929,832
813,451,927,852
807,434,915,841
592,010,011,022
810,449,925,850
677,517,018,337
418,554,264,464
684,522,022,333
809,433,930,832
670,514,016,342
807,448,934,840
815,451,924,852
583,007,020,042
677,510,016,337
676,523,017,347
435,553,261,461
435,547,264,471
820,438,919,841
830,445,922,837
412,544,257,469
809,437,930,829
585,006,002,036
429,555,253,455
588,024,009,036
821,437,920,832
819,442,919,847
673,511,019,338
831,437,916,849
688,498,035,346
825,449,935,828
682,515,012,337
811,429,927,847
824,437,917,835
677,523,013,332
434,548,261,464
584,011,004,030
693,512,024,333
581,012,009,027
683,516,020,329
810,440,916,829
684,519,016,332
688,520,019,331
595,004,013,019
595,011,000,027
830,452,929,844
690,501,014,351
671,509,024,345
829,445,931,839
807,430,933,832
831,445,926,852
808,441,937,840
591,024,000,019
830,435,931,839
822,441,923,832
422,538,273,471
429,548,276,472
597,004,006,031
812,448,915,827
430,551,275,467
598,024,013,026
684,498,016,329
670,506,012,336
688,504,010,341
808,452,934,842
681,505,022,336
433,543,269,478
588,021,000,027
826,434,926,840
685,521,010,335
820,452,932,829
814,433,923,849
431,541,257,456
684,513,034,335
810,443,925,845
673,512,033,347
586,024,013,022
415,560,261,473
678,507,021,334
602,011,011,037
430,549,258,471
814,435,915,843
421,540,268,460
678,501,024,349
823,452,937,833
690,514,031,343
424,545,254,478
810,447,931,846
416,539,257,478
596,020,010,041
823,429,918,847
690,521,011,346
692,523,028,332
811,446,928,841
600,021,006,022
820,442,919,852
822,451,925,839
683,502,022,341
687,523,020,330
826,439,923,832
424,546,254,468
597,002,000,041
693,509,026,336
684,506,022,336
669,518,013,331
807,448,936,827
587,012,000,028
600,002,013,042
591,001,014,022
424,539,269,467
809,452,926,830
433,546,268,474
432,556,261,467
818,440,931,843
825,432,921,840
820,430,925,843
425,554,258,458
582,014,011,030
672,508,028,339
814,454,928,832
823,430,936,842
427,558,257,469
825,432,937,835
680,514,013,352
811,450,922,849
583,022,020,028
590,020,020,031
425,552,274,456
679,520,011,352
817,441,916,827
411,542,277,474
830,447,932,852
426,536,273,464
673,520,012,347
587,007,000,025
411,548,261,469
823,450,921,843
414,537,269,460
830,452,921,831
427,544,274,462
602,001,005,038
585,019,000,018
591,015,005,041
682,512,035,340
598,012,014,017
824,434,939,844
809,448,922,830
675,501,016,335
581,016,010,042
411,550,274,469
423,538,254,460
586,001,007,029
595,000,020,039
427,556,275,464
603,000,013,028
428,539,253,466
825,436,918,838
419,557,263,472
602,017,000,021
674,518,025,336
689,512,012,345
431,539,263,475
425,546,255,473
583,016,018,022
692,522,034,337
602,008,000,024
587,001,012,042
808,433,937,833
815,429,923,849
606,006,004,023
826,442,939,847
828,439,930,841
415,541,267,472
680,518,017,341
432,538,258,466
820,431,936,827
586,015,020,031
604,015,001,035
682,522,030,333
606,008,015,030
671,509,026,347
583,019,018,019
670,516,027,352
423,549,262,460
433,560,253,461
673,521,026,330
592,022,018,017
824,443,920,841
811,447,939,851
585,004,000,021
671,507,023,349
675,519,025,332
686,504,016,333
592,009,001,023
428,558,277,455
597,012,000,041
431,554,272,471
821,446,928,841
413,548,252,456
681,512,022,349
433,542,261,463
677,518,029,347
435,559,262,465
422,553,262,476
810,443,933,837
432,543,272,467
584,016,004,035
590,018,013,041
808,441,935,846
819,438,930,836
684,516,029,330
585,008,007,042
597,004,016,029
587,010,016,023
691,512,021,350
820,435,914,846
429,550,267,475
827,454,928,838
806,452,925,852
684,523,011,331
414,541,264,463
428,551,254,476
822,449,930,837
602,003,016,039
602,023,000,017
421,556,264,459
417,560,263,462
600,007,009,042
589,006,003,025
678,522,032,334
582,004,000,029
412,547,262,464
589,022,013,030
415,559,264,459
592,024,007,033
686,504,017,353
429,561,273,480
816,443,921,830
599,017,018,024
678,511,028,354
428,558,274,479
677,514,014,343
683,509,017,329
818,452,921,842
599,013,014,039
411,558,256,460
820,452,924,830
436,551,271,478
427,555,262,467
690,522,028,334
678,514,028,352
825,449,931,851
428,545,275,476
416,550,277,459
670,499,010,334
817,451,935,851
671,513,010,354
824,432,938,847
822,435,933,841
416,546,255,472
670,504,027,331
432,537,271,476
593,019,005,028
417,541,260,471
596,000,014,017
584,011,006,031
820,439,931,839
430,554,263,465
584,018,008,038
679,504,030,342
830,447,916,835
685,520,026,331
417,558,273,469
827,448,929,838
416,550,264,460
669,512,026,335
434,539,267,467
582,000,006,039
826,452,920,847
605,010,003,037
673,499,028,353
584,011,000,033
683,505,021,354
676,505,024,332
424,540,277,476
813,438,921,829
433,549,263,473
816,448,918,836
594,005,009,026
424,552,273,474
815,449,935,843
431,558,266,469
675,500,031,339
417,557,271,470
821,440,929,840
588,005,006,034
421,539,255,470
675,507,014,352
814,449,926,832
806,432,927,840
416,550,255,461
583,022,015,026
814,434,930,841
685,502,011,351
807,450,935,838
812,440,938,846
671,522,023,349
684,510,021,333
433,543,265,457
827,453,914,852
586,011,018,029
819,453,921,841
822,448,915,828
418,538,269,470
680,503,015,335
584,006,003,022
